Diagnosis_Code,Description,CMS-HCC Model Category V28,Potential Co-existing Diagnoses
I25750,Atherosclerosis of native coronary artery of transplanted heart with unstable angina,229,C802 (30%); I7025 (26%); I7025 (26%); I70243 (25%); I70243 (25%)
I25751,Atherosclerosis of native coronary artery of transplanted heart with angina pectoris with documented spasm,,
I25752,Atherosclerosis of native coronary artery of transplanted heart with refractory angina pectoris,,
I25758,Atherosclerosis of native coronary artery of transplanted heart with other forms of angina pectoris,,
I25759,Atherosclerosis of native coronary artery of transplanted heart with unspecified angina pectoris,,
I25760,Atherosclerosis of bypass graft of coronary artery of transplanted heart with unstable angina,229,I7075 (31%); I7075 (31%); I7035 (30%); I7035 (30%); C802 (29%)
I25761,Atherosclerosis of bypass graft of coronary artery of transplanted heart with angina pectoris with documented spasm,,
I25762,Atherosclerosis of bypass graft of coronary artery of transplanted heart with refractory angina pectoris,,
I25768,Atherosclerosis of bypass graft of coronary artery of transplanted heart with other forms of angina pectoris,,
I25769,Atherosclerosis of bypass graft of coronary artery of transplanted heart with unspecified angina pectoris,,
I25790,Atherosclerosis of other coronary artery bypass graft(s) with unstable angina pectoris,229,I7075 (33%); I7075 (33%); I7035 (32%); I7035 (32%); I70743 (30%)
I25791,Atherosclerosis of other coronary artery bypass graft(s) with angina pectoris with documented spasm,,
I25792,Atherosclerosis of other coronary artery bypass graft(s) with refractory angina pectoris,,
I25798,Atherosclerosis of other coronary artery bypass graft(s) with other forms of angina pectoris,,
I25799,Atherosclerosis of other coronary artery bypass graft(s) with unspecified angina pectoris,,
I25810,Atherosclerosis of coronary artery bypass graft(s) without angina pectoris,,
I25811,Atherosclerosis of native coronary artery of transplanted heart without angina pectoris,,
I25812,Atherosclerosis of bypass graft of coronary artery of transplanted heart without angina pectoris,,
I2582,Chronic total occlusion of coronary artery,,
I2583,Coronary atherosclerosis due to lipid rich plaque,,
I2584,Coronary atherosclerosis due to calcified coronary lesion,,
I2585,Chronic coronary microvascular dysfunction,,
I2589,Other forms of chronic ischemic heart disease,,
I259,"Chronic ischemic heart disease, unspecified",,
I2601,Septic pulmonary embolism with acute cor pulmonale,267,I2781 (62%); I76 (43%); J810 (40%); R6520 (29%); R6521 (29%)
I2601,Septic pulmonary embolism with acute cor pulmonale,,
I2602,Saddle embolus of pulmonary artery with acute cor pulmonale,267,I2781 (54%); I7401 (51%); J810 (35%); I281 (31%); J441 (20%)
I2602,Saddle embolus of pulmonary artery with acute cor pulmonale,,
I2609,Other pulmonary embolism with acute cor pulmonale,267,I2781 (72%); J810 (46%); J441 (27%); I279 (27%); I2720 (27%)
I2609,Other pulmonary embolism with acute cor pulmonale,,
I2690,Septic pulmonary embolism without acute cor pulmonale,267,I2781 (62%); I76 (43%); J810 (40%); R6520 (29%); R6521 (29%)
I2692,Saddle embolus of pulmonary artery without acute cor pulmonale,267,I2781 (54%); I7401 (51%); J810 (35%); I281 (31%); J441 (20%)
I2693,Single subsegmental pulmonary embolism without acute cor pulmonale,267,I2781 (54%); J810 (35%); F321 (22%); J441 (20%); I279 (20%)
I2694,Multiple subsegmental pulmonary emboli without acute cor pulmonale,267,I2781 (53%); J810 (34%); M8619 (27%); M8609 (22%); J441 (20%)
I2699,Other pulmonary embolism without acute cor pulmonale,267,I2781 (72%); J810 (46%); J441 (27%); I279 (27%); I2720 (27%)
I270,Primary pulmonary hypertension,226,C801 (45%); K766 (37%); I2782 (36%); D6949 (36%); J810 (36%)
I271,Kyphoscoliotic heart disease,226,I249 (35%); I1311 (34%); I132 (34%); C380 (33%); M05359 (33%)
I2720,"Pulmonary hypertension, unspecified",226,K766 (45%); I2782 (44%); J8410 (43%); J810 (43%); J849 (40%)
I2721,Secondary pulmonary arterial hypertension,226,I76 (41%); I7409 (36%); K766 (31%); I2782 (31%); J810 (30%)
I2722,Pulmonary hypertension due to left heart disease,226,J849 (42%); J449 (39%); J4489 (37%); M05352 (37%); M05312 (36%)
I2723,Pulmonary hypertension due to lung diseases and hypoxia,226,J8489 (38%); J84178 (38%); J9691 (35%); J9611 (33%); J9601 (33%)
I2724,Chronic thromboembolic pulmonary hypertension,226,I2782 (43%); I87319 (32%); I87312 (31%); I87311 (31%); K766 (31%)
I2729,Other secondary pulmonary hypertension,226,K766 (40%); I2782 (39%); J810 (38%); J8410 (34%); B441 (34%)
I2781,Cor pulmonale (chronic),226,I2609 (72%); I2699 (72%); I2601 (62%); I2690 (62%); I2693 (54%)
I2782,Chronic pulmonary embolism,267,J449 (50%); J810 (48%); J4489 (48%); I279 (45%); I2720 (44%)
I2783,Eisenmenger's syndrome,226,E340 (26%); G839 (25%); G8382 (23%); G8383 (23%); D469 (20%)
I2789,Other specified pulmonary heart diseases,226,J8489 (66%); J84178 (52%); G9589 (47%); J4489 (41%); I2782 (40%)
I279,"Pulmonary heart disease, unspecified",226,J849 (59%); J449 (53%); I249 (47%); J4489 (47%); I2782 (45%)
I280,Arteriovenous fistula of pulmonary vessels,226,K50913 (30%); J860 (28%); J869 (28%); I2782 (28%); K51813 (27%)
I281,Aneurysm of pulmonary artery,226,I2782 (39%); J810 (38%); I718 (35%); I7110 (35%); J8410 (34%)
I288,Other diseases of pulmonary vessels,226,J8489 (50%); J84178 (50%); I2782 (38%); J810 (38%); I80299 (34%)
I289,"Disease of pulmonary vessels, unspecified",226,J849 (52%); J449 (47%); J4489 (41%); I80209 (39%); I2782 (39%)
I3131,Malignant pericardial effusion in diseases classified elsewhere,17,G914 (35%); M9058 (34%); M9050 (34%); M90519 (34%); M90549 (33%)
I420,Dilated cardiomyopathy,227,A0104 (0%); A0105 (0%); A021 (0%); A0223 (0%); A0224 (0%)
I421,Obstructive hypertrophic cardiomyopathy,227,G911 (43%); J449 (38%); J4489 (37%); Q400 (34%); J441 (30%)
I422,Other hypertrophic cardiomyopathy,227,Q400 (42%); A0104 (0%); A0105 (0%); A021 (0%); A0223 (0%)
I423,Endomyocardial (eosinophilic) disease,227,J8281 (48%); G959 (17%); I120 (15%); G20 (14%); G308 (14%)
I424,Endocardial fibroelastosis,227,A0104 (0%); A0105 (0%); A021 (0%); A0223 (0%); A0224 (0%)
I425,Other restrictive cardiomyopathy,227,J4A0 (51%); A0104 (0%); A0105 (0%); A021 (0%); A0223 (0%)
I426,Alcoholic cardiomyopathy,227,K7010 (42%); K7011 (42%); K7040 (41%); K7041 (41%); K7030 (37%)
I427,Cardiomyopathy due to drug and external agent,,
I428,Other cardiomyopathies,227,A0104 (0%); A0105 (0%); A021 (0%); A0223 (0%); A0224 (0%)
I429,"Cardiomyopathy, unspecified",227,G8330 (14%); L97909 (13%); G8190 (13%); C8510 (13%); M08959 (13%)
I43,Cardiomyopathy in diseases classified elsewhere,227,G914 (50%); M9058 (50%); M9050 (48%); M90519 (48%); M90549 (48%)
I442,"Atrioventricular block, complete",238,G8221 (19%); K56691 (17%); S98319A (16%); S98312A (16%); S98311A (16%)
I462,Cardiac arrest due to underlying cardiac condition,213,P290 (52%); T86290 (44%); R092 (33%); I233 (30%); T460X2A (29%)
I468,Cardiac arrest due to other underlying condition,213,R092 (47%); P2881 (41%); P290 (37%); R402A (36%); E089 (36%)
I469,"Cardiac arrest, cause unspecified",213,R092 (44%); K56601 (39%); P2881 (39%); K56600 (38%); P290 (35%)
I470,Re-entry ventricular arrhythmia,238,I501 (38%); I4901 (36%); I4902 (35%); I232 (20%); A0104 (0%)
I471,Supraventricular tachycardia,,
I4710,"Supraventricular tachycardia, unspecified",,
I4711,"Inappropriate sinus tachycardia, so stated",,
I4719,Other supraventricular tachycardia,,
I4720,"Ventricular tachycardia, unspecified",238,I501 (53%); I4901 (47%); I4902 (45%); I232 (25%); G8330 (9%)
I4721,Torsades de pointes,238,A0104 (0%); A0105 (0%); A021 (0%); A0223 (0%); A0224 (0%)
I4729,Other ventricular tachycardia,238,I501 (50%); I4901 (47%); I4902 (46%); I232 (26%); A0104 (0%)
I479,"Paroxysmal tachycardia, unspecified",238,D595 (29%); G8330 (9%); L97909 (8%); G8190 (8%); C8510 (8%)
I480,Paroxysmal atrial fibrillation,238,I4901 (40%); D595 (26%); I231 (20%); A0104 (0%); A0105 (0%)
I4811,Longstanding persistent atrial fibrillation,238,I4901 (34%); K730 (30%); J4550 (26%); K713 (25%); R403 (24%)
I4819,Other persistent atrial fibrillation,238,I4901 (41%); K730 (36%); J4550 (31%); K713 (30%); R403 (30%)
I4820,"Chronic atrial fibrillation, unspecified",238,I4901 (47%); I231 (24%); M8660 (20%); M86619 (20%); M86649 (19%)
I4821,Permanent atrial fibrillation,238,I4901 (38%); I231 (19%); A0104 (0%); A0105 (0%); A021 (0%)
I483,Typical atrial flutter,238,I4902 (41%); I231 (19%); A0104 (0%); A0105 (0%); A021 (0%)
I484,Atypical atrial flutter,238,I4902 (45%); M84756A (26%); M84755A (26%); M84754A (26%); A819 (26%)
I4891,Unspecified atrial fibrillation,238,I4901 (50%); I231 (25%); G8330 (10%); L97909 (9%); G8190 (9%)
I4892,Unspecified atrial flutter,238,I4902 (52%); I231 (24%); G8330 (9%); L97909 (9%); G8190 (9%)
I4901,Ventricular fibrillation,213,I501 (53%); I4891 (50%); I4729 (47%); I4820 (47%); I4720 (47%)
I4902,Ventricular flutter,213,I4892 (52%); I501 (51%); I4729 (46%); I4720 (45%); I484 (45%)
I492,Junctional premature depolarization,238,A0104 (0%); A0105 (0%); A021 (0%); A0223 (0%); A0224 (0%)
I495,Sick sinus syndrome,238,C310 (30%); M86459 (28%); C312 (28%); M86452 (28%); M86451 (28%)
I501,"Left ventricular failure, unspecified",226,I4720 (53%); I4901 (53%); I4902 (51%); I4729 (50%); I470 (38%)
I5020,Unspecified systolic (congestive) heart failure,226,I5021 (93%); I5023 (90%); I5041 (80%); I5043 (78%); I5031 (61%)
I5021,Acute systolic (congestive) heart failure,225,I5023 (96%); I5020 (93%); I5022 (91%); I5043 (82%); I5040 (78%)
I5022,Chronic systolic (congestive) heart failure,226,I5023 (94%); I5021 (91%); I5043 (81%); I5041 (78%); I5033 (65%)
I5023,Acute on chronic systolic (congestive) heart failure,224,I5021 (96%); I5022 (94%); I5020 (90%); I5041 (80%); I5042 (79%)
I5030,Unspecified diastolic (congestive) heart failure,226,I5031 (93%); I5033 (90%); I5041 (80%); I5043 (78%); I5021 (61%)
I5031,Acute diastolic (congestive) heart failure,225,I5033 (96%); I5030 (93%); I5032 (91%); I5043 (82%); I5040 (78%)
I5032,Chronic diastolic (congestive) heart failure,226,I5033 (94%); I5031 (91%); I5043 (81%); I5041 (78%); I5023 (65%)
I5033,Acute on chronic diastolic (congestive) heart failure,224,I5031 (96%); I5032 (94%); I5030 (90%); I5041 (80%); I5042 (79%)
I5040,Unspecified combined systolic (congestive) and diastolic (congestive) heart failure,226,I5041 (97%); I5043 (95%); I5021 (78%); I5031 (78%); I5023 (75%)
I5041,Acute combined systolic (congestive) and diastolic (congestive) heart failure,225,I5043 (98%); I5040 (97%); I5042 (96%); I5023 (80%); I5033 (80%)
I5042,Chronic combined systolic (congestive) and diastolic (congestive) heart failure,226,I5043 (97%); I5041 (96%); I5023 (79%); I5033 (79%); I5021 (77%)
I5043,Acute on chronic combined systolic (congestive) and diastolic (congestive) heart failure,224,I5041 (98%); I5042 (97%); I5040 (95%); I5021 (82%); I5031 (82%)
I50810,"Right heart failure, unspecified",226,I50811 (85%); I50813 (79%); T8622 (72%); I5084 (66%); T8632 (63%)
I50811,Acute right heart failure,225,I50814 (85%); I50810 (85%); I5089 (82%); I50812 (80%); I509 (79%)
I50812,Chronic right heart failure,226,I50813 (89%); I50811 (80%); T8622 (68%); I5084 (62%); T8632 (60%)
I50813,Acute on chronic right heart failure,225,I50812 (89%); I50814 (79%); I50810 (79%); I5089 (77%); I509 (74%)
I50814,Right heart failure due to left heart failure,226,I50811 (85%); I50813 (79%); T8622 (77%); I5084 (70%); T8632 (68%)
I5082,Biventricular heart failure,226,I50811 (54%); T8622 (52%); I50813 (50%); I5084 (47%); T8632 (45%)
I5083,High output heart failure,226,I50811 (44%); T8622 (42%); I50813 (41%); I5084 (39%); T8632 (37%)
I5084,End stage heart failure,222,I5089 (72%); I50814 (70%); I509 (70%); I50810 (66%); I50812 (62%)
I5089,Other heart failure,226,I50811 (82%); T8622 (80%); I50813 (77%); I5084 (72%); T8632 (70%)
I509,"Heart failure, unspecified",226,I50811 (79%); T8622 (77%); I50813 (74%); I5084 (70%); T8632 (67%)
I511,"Rupture of chordae tendineae, not elsewhere classified",229,I96 (19%); K738 (16%); G914 (15%); M9058 (15%); M9050 (15%)
I512,"Rupture of papillary muscle, not elsewhere classified",229,L98423 (21%); I96 (21%); L97303 (19%); L97503 (19%); L97323 (19%)
I514,"Myocarditis, unspecified",227,G8330 (11%); L97909 (11%); G8190 (11%); C8510 (11%); M08959 (11%)
I515,Myocardial degeneration,227,I21A1 (50%); I21A9 (50%); I219 (46%); G232 (43%); G320 (33%)
I6000,Nontraumatic subarachnoid hemorrhage from unspecified carotid siphon and bifurcation,248,I69069 (38%); I69049 (37%); I69039 (37%); I69065 (37%); I69059 (36%)
I6001,Nontraumatic subarachnoid hemorrhage from right carotid siphon and bifurcation,248,I69061 (37%); I69065 (36%); I69041 (36%); I69069 (36%); I69031 (35%)
I6002,Nontraumatic subarachnoid hemorrhage from left carotid siphon and bifurcation,248,I69062 (37%); I69065 (36%); I69042 (36%); I69069 (36%); I69032 (35%)
I6010,Nontraumatic subarachnoid hemorrhage from unspecified middle cerebral artery,248,I63419 (62%); I63319 (62%); I63412 (59%); I63411 (59%); I63312 (59%)
I6011,Nontraumatic subarachnoid hemorrhage from right middle cerebral artery,248,I63411 (62%); I63311 (62%); I63419 (59%); I63319 (59%); I63412 (58%)
I6012,Nontraumatic subarachnoid hemorrhage from left middle cerebral artery,248,I63412 (62%); I63312 (62%); I63419 (59%); I63319 (59%); I63411 (58%)
I602,Nontraumatic subarachnoid hemorrhage from anterior communicating artery,248,G910 (43%); I69065 (42%); I69069 (42%); I69049 (41%); I69039 (40%)
I6030,Nontraumatic subarachnoid hemorrhage from unspecified posterior communicating artery,248,I69069 (43%); I69049 (42%); G910 (42%); I69039 (42%); I69065 (42%)
I6031,Nontraumatic subarachnoid hemorrhage from right posterior communicating artery,248,G910 (42%); I69061 (41%); I69065 (41%); I69041 (41%); I69069 (41%)
I6032,Nontraumatic subarachnoid hemorrhage from left posterior communicating artery,248,G910 (42%); I69062 (41%); I69065 (41%); I69042 (41%); I69069 (41%)
I604,Nontraumatic subarachnoid hemorrhage from basilar artery,248,I6312 (55%); I6302 (54%); I6322 (47%); I69065 (45%); I69069 (45%)
I6050,Nontraumatic subarachnoid hemorrhage from unspecified vertebral artery,248,I63119 (51%); I63019 (51%); I69069 (49%); I69049 (48%); I69039 (47%)
I6051,Nontraumatic subarachnoid hemorrhage from right vertebral artery,248,I63111 (52%); I63011 (52%); I63119 (47%); I63019 (47%); I69061 (47%)
I6052,Nontraumatic subarachnoid hemorrhage from left vertebral artery,248,I63112 (52%); I63012 (52%); I63119 (47%); I63019 (47%); I69062 (47%)
I606,Nontraumatic subarachnoid hemorrhage from other intracranial arteries,248,I69065 (50%); I69069 (49%); I69265 (48%); I69049 (48%); I69269 (47%)
I607,Nontraumatic subarachnoid hemorrhage from unspecified intracranial artery,248,I69069 (52%); I69049 (51%); I69269 (50%); I69039 (50%); I69065 (50%)
I608,Other nontraumatic subarachnoid hemorrhage,248,I69065 (66%); I69069 (65%); I69049 (64%); I69039 (63%); I69059 (62%)
I609,"Nontraumatic subarachnoid hemorrhage, unspecified",248,I69069 (67%); I69049 (66%); I69039 (65%); I69065 (64%); I69059 (64%)
I610,"Nontraumatic intracerebral hemorrhage in hemisphere, subcortical",248,I69165 (41%); I69169 (41%); I69149 (40%); I69139 (39%); I69159 (39%)
I611,"Nontraumatic intracerebral hemorrhage in hemisphere, cortical",248,I69165 (41%); I69169 (40%); I69149 (39%); I69139 (39%); I69159 (38%)
